account_id,customer_id,customer_name,product_type,delinquency_stage,days_past_due,overdue_amount,total_balance,risk_flag,current_status,email,mobile_phone,postcode,last_contact_channel,self_service_candidate,created_date
ACC-10542,CUST-50542,Hazel Parkin,personal_loan,early,12,1265.8,12990.28,N,plan_requested,wshaw@example.com,30455989801,TR05 8UH,,Y,2025-11-06
ACC-10543,CUST-50543,Ms Lynda Humphries,personal_loan,late,95,1126.05,10546.38,Y,manual_follow_up,pattersonandrew@example.net,73547216013,PR29 4GQ,phone,N,2025-10-22
ACC-10544,CUST-50544,Gail Smith,credit_card,early,28,1084.4,5774.22,N,legal_watch,ocarr@example.com,35218781820,TR5P 7NE,sms,Y,2025-12-04
ACC-10545,CUST-50545,Hugh Jones,auto_finance,early,12,345.48,8675.21,N,specialist_review,joan55@example.com,39804991787,KY0 6BS,sms,Y,2025-11-17
ACC-10546,CUST-50546,Adam Smith,personal_loan,mid,49,1358.62,8471.38,N,manual_follow_up,,31113455198,G5 4QL,sms,Y,2025-12-30
ACC-10547,CUST-50547,Mitchell Davis,auto_finance,early,21,859.83,2725.2,N,awaiting_follow_up,bdavis@example.com,00419348727,NR91 1XY,sms,Y,2025-11-15
ACC-10548,CUST-50548,Suzanne Howe,credit_card,early,13,710.19,11000.45,N,specialist_review,harrisemma@example.net,90141489350,HX5 1RA,sms,Y,2025-11-18
ACC-10549,CUST-50549,Mrs Lydia O'Neill,personal_loan,early,27,897.96,1316.17,N,manual_follow_up,frederick53@example.net,26331334840,B7 7WG,phone,Y,2025-10-27
ACC-10550,CUST-50550,Eric Potter,credit_card,mid,45,516.21,4768.31,N,no_response_cycle,qdavidson@example.org,28663611322,B3U 8TP,phone,Y,2025-11-22
ACC-10551,CUST-50551,Joanne Goddard,credit_card,early,19,970.57,5905.33,N,plan_requested,turnergareth@example.org,86405721086,E1 8PD,letter,Y,2026-01-24
ACC-10552,CUST-50552,Natasha King,credit_card,mid,36,1522.34,5041.17,Y,promise_due,edwardbird@example.net,,N5B 7YF,letter,N,2025-10-20
ACC-10553,CUST-50553,Frank Jones,personal_loan,early,24,1342.01,11379.79,Y,no_response_cycle,twilliams@example.org,23531544860,PH1E 0FY,sms,N,2026-01-08
ACC-10554,CUST-50554,Dr Stacey Lee,auto_finance,late,117,874.07,3455.92,N,manual_follow_up,joel85@example.com,41124405416,EH2 3JY,phone,N,2025-11-20
ACC-10555,CUST-50555,Dr Gavin Slater,credit_card,late,102,894.07,2162.62,Y,awaiting_follow_up,hbrown@example.org,33222568163,SR7 4FU,phone,N,2025-11-18
ACC-10556,CUST-50556,Barbara Schofield,auto_finance,late,97,1200.07,11373.84,N,legal_watch,dianadean@example.org,77619394706,HG6 3FN,phone,N,2025-11-07
ACC-10557,CUST-50557,Charlene Nicholson-Martin,personal_loan,late,105,1182.83,8925.64,Y,no_response_cycle,barnesgail@example.net,27365605126,WA9 7DZ,phone,N,2026-01-07
ACC-10558,CUST-50558,Harry Brown,credit_card,early,10,554.84,10070.42,N,Awaiting Follow Up,shannonjones@example.net,35982575513,L5B 3FP,phone,Y,2025-10-15
ACC-10559,CUST-50559,Dr Russell Bishop,credit_card,late,115,1533.08,7122.17,N,plan_requested,maryclark@example.net,11566601499,S32 7GY,,N,2025-10-05
ACC-10560,CUST-50560,Alison Richards,credit_card,early,16,1389.6,14703.27,N,specialist_review,glenwright@example.org,87812481947,HU23 3JD,sms,Y,2025-10-18
ACC-10561,CUST-50561,Jemma Ali,personal_loan,early,25,1381.59,2745.97,N,new_delinquency,dennis52@example.com,00525275586,GU70 2EP,email,Y,2026-01-25
ACC-10562,CUST-50562,Mr Christopher Parker,auto_finance,early,8,1174.13,5873.72,N,awaiting_follow_up,kirstyjenkins@example.net,07443262582,E6 1QZ,,Y,2025-12-11
ACC-10563,CUST-50563,Leslie Turnbull,credit_card,mid,56,1098.61,11276.52,N,legal_watch,helen15@example.net,90725500968,L52 5SP,email,Y,2025-10-17
ACC-10564,CUST-50564,Jasmine Hammond,auto_finance,early,10,1199.21,14690.47,N,manual_follow_up,bethanynewton@example.net,71677714053,G4F 7FU,sms,Y,2026-01-23
ACC-10565,CUST-50565,Graeme Brookes-Burns,personal_loan,early,17,321.46,11338.96,N,manual_follow_up,lawleonard@example.org,39137669990,ML01 5AJ,letter,Y,2025-11-21
ACC-10566,CUST-50566,Bethan Martin-Richardson,credit_card,early,15,1706.25,14063.7,N,manual_follow_up,tcharlton@example.org,00476269277,ML2 5WS,,Y,2025-11-21
ACC-10567,CUST-50567,Georgina Harrison,credit_card,early,28,1559.99,3294.85,N,,turnermartin@example.org,77982695919,CV1 6DW,letter,Y,2025-11-17
ACC-10568,CUST-50568,Colin Brown,auto_finance,mid,46,400.97,8439.98,N,specialist_review,longshannon@example.net,09019896000,L1D 6JG,phone,Y,2025-12-09
ACC-10569,CUST-50569,Jack Hart,credit_card,early,18,799.94,14204.12,N,awaiting_follow_up,pgarner@example.net,10691453952,S29 7RA,letter,Y,2026-01-05
ACC-10570,CUST-50570,Miss Amy Gray,personal_loan,late,86,1620.8,4093.02,Y,promise_due,paulabrown@example.org,66702615682,B25 2EP,letter,N,2025-12-02
ACC-10571,CUST-50571,Diana Barker,personal_loan,late,87,1761.77,12640.24,N,legal_watch,jenna53@example.org,61262600419,N70 4UG,letter,N,2025-10-02
ACC-10572,CUST-50572,Jake Manning,credit_card,early,29,1680.6,4844.31,N,no_response_cycle,marie08@example.com,77135317967,HU6 2LX,sms,Y,2025-12-17
ACC-10573,CUST-50573,Mandy Naylor,credit_card,mid,41,1759.45,5031.07,N,specialist_review,wayne35@example.org,23773070878,LA9 3NH,phone,Y,2025-12-13
ACC-10574,CUST-50574,Derek Porter,credit_card,early,19,235.97,5898.93,N,Awaiting Follow Up,pbarrett@example.net,99877511656,W6 7SZ,sms,Y,2025-11-16
ACC-10575,CUST-50575,Shaun Kirk,auto_finance,early,19,1768.42,9173.55,N,awaiting_follow_up,brian67@example.org,57187919982,M4 1EJ,letter,Y,2025-11-24
ACC-10576,CUST-50576,Chloe Saunders,auto_finance,early,7,1378.06,9038.07,N,new_delinquency,alex39@example.com,53087700051,NE4P 1WR,email,Y,2025-12-14
ACC-10577,CUST-50577,Nicola Bartlett,personal_loan,late,78,1113.98,8331.82,Y,promise_due,harrisleonard@example.org,37490662359,DN06 7QH,letter,N,2025-10-23
ACC-10578,CUST-50578,Katherine Simpson-Holmes,personal_loan,early,6,569.3,3520.47,N,no_response_cycle,woodpaul@example.com,00207443186,HS5 4GG,email,Y,2025-11-05
ACC-10579,CUST-50579,Mrs Carly Jackson,credit_card,early,22,1108.2,2774.2,N,manual_follow_up,griffingeorge@example.net,71735843132,M3 2GY,sms,Y,2025-11-19
ACC-10580,CUST-50580,Scott Cunningham-Evans,personal_loan,mid,32,1716.61,8732.82,N,legal_watch,keithtaylor@example.net,92224072359,WV26 3JE,phone,Y,2025-12-10
ACC-10581,CUST-50581,Shannon Pickering-Bowen,personal_loan,early,10,1347.85,12094.41,Y,awaiting_follow_up,oliverkatie@example.com,89154875975,B4K 9BZ,email,N,2026-01-03
ACC-10582,CUST-50582,Stephen Dean-Wallace,credit_card,late,105,855.48,5512.44,N,promise_due,joshuarhodes@example.net,92000222523,L7J 3GW,sms,N,2026-01-01
ACC-10583,CUST-50583,Elliott Banks,credit_card,mid,52,1516.17,7831.23,N,legal_watch,lowehoward@example.org,,WD8 8YY,,Y,2025-11-18
ACC-10584,CUST-50584,Ms Rachel Barlow,credit_card,mid,59,559.83,12603.85,N,email_sent,jillblackburn@example.com,99476331643,ME27 1XT,letter,Y,2025-10-07
ACC-10585,CUST-50585,Angela Smith,credit_card,early,12,153.23,6120.03,N,awaiting_follow_up,josh56@example.org,77724175394,M5T 0QQ,letter,Y,2026-01-20
ACC-10586,CUST-50586,Roger Bishop,personal_loan,mid,34,370.04,12400.6,N,manual_follow_up,bhowarth@example.org,81023530276,B32 0HL,sms,Y,2025-10-11
ACC-10587,CUST-50587,Reece Hancock,personal_loan,early,18,1614.37,15373.38,N,legal_watch,yellis@example.net,81783718091,PH95 3FJ,,Y,2025-11-28
ACC-10588,CUST-50588,Justin Haynes-Fox,personal_loan,early,13,148.89,13992.84,N,no_response_cycle,marianheath@example.com,45270816758,EC7 4FA,phone,Y,2025-10-06
ACC-10589,CUST-50589,Denise Begum-Thomas,personal_loan,mid,33,1609.76,8990.53,N,Awaiting Follow Up,joseph63@example.net,48857780061,GL27 9WF,letter,Y,2026-01-22
ACC-10590,CUST-50590,Charlie Smith,credit_card,early,10,529.5,3011.5,N,specialist_review,hollieevans@example.net,88574788330,BN1 8YQ,phone,Y,2026-01-28
ACC-10591,CUST-50591,Rachael Bartlett-Bennett,credit_card,late,89,1500.02,7314.65,Y,specialist_review,lesliefisher@example.org,80127956436,S93 0TH,letter,N,2026-01-18
ACC-10592,CUST-50592,Joel Rogers,auto_finance,early,9,1212.7,6027.6,N,new_delinquency,norrismargaret@example.org,91194585161,SG1 9AD,letter,Y,2026-01-03
ACC-10593,CUST-50593,Leanne Richards,credit_card,late,115,1487.19,10498.81,Y,promise_due,lee57@example.com,94946662432,E19 0RR,letter,N,2025-12-23
ACC-10594,CUST-50594,Justin Brown-Shepherd,personal_loan,early,5,824.62,11815.63,N,Awaiting Follow Up,vwalker@example.com,,E5D 6JB,phone,Y,2025-11-11
ACC-10595,CUST-50595,Helen Davies,personal_loan,early,15,109.92,2974.57,N,email_sent,ashleigh98@example.net,71040404873,CT13 4TG,sms,Y,2025-12-12
ACC-10596,CUST-50596,Mrs Judith Kaur,auto_finance,early,6,1695.3,8140.59,N,promise_due,clarktracy@example.com,20604241194,KY5W 4PH,email,Y,2025-10-27
ACC-10597,CUST-50597,Hannah Dickinson,credit_card,early,21,1775.63,12917.16,N,awaiting_follow_up,anna86@example.net,62133646667,TR7W 7HF,letter,Y,2025-11-06
ACC-10598,CUST-50598,Dylan Akhtar,credit_card,late,107,499.71,6221.26,N,legal_watch,hannah37@example.org,,GL6A 4WP,sms,N,2026-01-07
ACC-10599,CUST-50599,Bernard Martin,personal_loan,early,5,1121.27,11745.64,N,plan_requested,,26877919432,RM39 2SZ,phone,Y,2025-12-11
ACC-10600,CUST-50600,Jane Allan-Wilson,personal_loan,early,15,1410.9,13459.32,N,legal watch,ebrown@example.com,47278900892,PO41 3ZP,sms,Y,2025-10-18
ACC-10601,CUST-50601,Kathryn Dickinson,personal_loan,early,22,1652.08,9330.37,N,manual_follow_up,michellegray@example.com,10319218786,WV2 7AD,sms,Y,2025-12-11
ACC-10602,CUST-50602,Leanne Carpenter,personal_loan,early,9,144.81,3664.46,N,no_response_cycle,simon74@example.com,78509714421,E5H 8YH,letter,Y,2026-01-06
ACC-10603,CUST-50603,Toby Ford-Morgan,credit_card,mid,46,1229.36,11145.7,N,email_sent,jayneberry@example.net,19400943044,B14 6NJ,sms,Y,2025-12-04
ACC-10604,CUST-50604,Dawn Glover-Morris,credit_card,mid,51,558.96,13140.32,N,legal_watch,rogerjones@example.net,04979181634,CF5 1HD,,Y,2025-11-02
ACC-10605,CUST-50605,Trevor Walker,auto_finance,mid,45,1287.99,13025.53,N,Awaiting Follow Up,hazel79@example.com,09626852634,TW79 6LJ,letter,Y,2026-01-06
ACC-10606,CUST-50606,Neil Curtis,personal_loan,late,108,886.84,2492.7,N,email_sent,paulferguson@example.com,66501995633,G3A 8DA,email,N,2026-01-24
ACC-10607,CUST-50607,David Henry,credit_card,mid,56,750.63,8694.39,N,email_sent,hollie95@example.net,,E5C 6TY,,Y,2026-01-08
ACC-10608,CUST-50608,Bruce Wilson-Allen,credit_card,early,18,1076.86,12742.18,N,awaiting follow up,qthompson@example.net,66059970428,B6 9GG,sms,Y,2026-01-16
ACC-10609,CUST-50609,Natasha Smith-Jordan,credit_card,late,62,763.79,12305.48,Y,new_delinquency,elliottpaul@example.com,52367672871,L3 6SB,,N,2025-12-08
ACC-10610,CUST-50610,Lauren Murphy,personal_loan,mid,49,290.53,9973.69,N,specialist_review,iwilkinson@example.net,10299857838,N0 2PN,phone,Y,2026-01-28
ACC-10611,CUST-50611,Adrian Short,credit_card,early,29,1067.3,8558.9,N,manual_follow_up,,08176772659,KA0W 9BN,,Y,2025-11-08
ACC-10612,CUST-50612,Leigh Thompson,personal_loan,mid,34,1216.81,3918.53,N,manual_follow_up,,78876185715,DY5 1TS,phone,Y,2026-01-07
ACC-10613,CUST-50613,Amanda Patterson,personal_loan,early,22,1109.71,10813.73,N,promise_due,cchambers@example.org,23138079715,CM34 6JE,letter,Y,2025-11-19
ACC-10614,CUST-50614,Francis Smith,credit_card,early,15,1118.36,8208.29,N,email_sent,bentleyelliot@example.com,47177259879,M5 3RR,,Y,2025-10-05
ACC-10615,CUST-50615,Lorraine Moore-Nolan,credit_card,mid,47,1157.97,13304.55,N,awaiting_follow_up,brucedonna@example.com,49752963048,S95 4SL,letter,Y,2025-11-30
ACC-10616,CUST-50616,Henry Wells-Mills,credit_card,early,21,1070.45,9009.95,Y,manual_follow_up,ysims@example.org,34568644288,TF9B 1NY,email,N,2026-01-29
ACC-10617,CUST-50617,Bernard Holt,personal_loan,late,62,988.12,3397.02,Y,promise due,francis47@example.org,31375217868,E35 7QU,letter,N,2026-01-17
ACC-10618,CUST-50618,Leigh George,personal_loan,early,20,1599.76,5352.41,N,manual_follow_up,uhunter@example.org,81814264517,LA7R 6JH,letter,Y,2025-11-20
ACC-10619,CUST-50619,Declan Patel,personal_loan,late,79,698.12,1114.71,N,plan_requested,ugrant@example.org,80861168059,G5G 2SF,email,N,2026-01-03
ACC-10620,CUST-50620,Dr Bradley Elliott,personal_loan,late,95,174.82,4856.74,N,legal_watch,jill01@example.org,98808827656,G14 8DD,email,N,2025-12-30
ACC-10621,CUST-50621,Mr Gary Harrison,auto_finance,early,10,812.15,4899.24,N,specialist_review,palmersuzanne@example.com,64803994315,G65 2JP,email,Y,2025-10-31
ACC-10622,CUST-50622,Miss Alexandra Wallis,credit_card,early,10,529.11,7154.53,N,,albert62@example.org,72024826813,PE8W 2FU,email,Y,2025-12-17
ACC-10623,CUST-50623,Joyce Blake,credit_card,mid,50,217.97,13081.29,N,promise_due,kempglenn@example.org,47697804997,M13 1YH,email,Y,2025-10-07
ACC-10624,CUST-50624,Gareth Davey,credit_card,early,21,482.36,5995.15,N,new_delinquency,fsmith@example.net,52212481185,G9 7BL,sms,Y,2025-11-15
ACC-10625,CUST-50625,Jane Jones,auto_finance,early,27,330.05,8729.23,N,plan_requested,debramills@example.net,43024914481,W98 0HP,phone,Y,2025-11-02
ACC-10626,CUST-50626,Geoffrey Wood,personal_loan,early,22,1202.71,12492.68,N,specialist_review,samantha12@example.com,,L98 0LR,letter,Y,2025-12-02
ACC-10627,CUST-50627,John Kirk-Lee,credit_card,early,5,548.21,13442.53,N,plan_requested,andersondiana@example.com,86739807587,W79 7AL,phone,Y,2025-11-09
ACC-10628,CUST-50628,Megan Nicholson,personal_loan,mid,35,1367.58,12473.06,N,plan_requested,ejones@example.org,,M1W 9JL,email,Y,2025-10-09
ACC-10629,CUST-50629,Dr Christine Sullivan,personal_loan,mid,30,965.57,1611.26,N,awaiting_follow_up,fallen@example.org,03483585998,W05 0TJ,sms,Y,2026-01-10
ACC-10630,CUST-50630,Maureen Kelly,auto_finance,mid,39,1541.31,10955.3,N,legal_watch,mooregraham@example.net,87960007495,G63 8AF,letter,Y,2025-12-06
ACC-10631,CUST-50631,Lydia Robinson,credit_card,late,87,1009.49,2660.86,N,specialist_review,cbaker@example.com,93856888431,RM6 1LF,phone,N,2025-12-02
ACC-10632,CUST-50632,Robin Reed-Hughes,credit_card,mid,40,1612.46,15512.89,N,awaiting_follow_up,oliviaclark@example.com,31807023689,BB56 1SH,sms,Y,2025-11-11
ACC-10633,CUST-50633,Andrew Mahmood,auto_finance,late,79,692.24,7507.71,Y,specialist_review,parkerjoel@example.net,92760595000,SY8X 6YN,,N,2025-11-26
ACC-10634,CUST-50634,Liam Mann,auto_finance,late,108,84.17,9606.82,N,promise_due,lucyrandall@example.net,54774964113,M4 5RY,phone,N,2025-12-06
ACC-10635,CUST-50635,Melanie Carpenter,credit_card,early,9,1718.14,11230.69,N,email_sent,wayne41@example.org,83940557657,WS47 9UQ,letter,No,2025-11-15
ACC-10636,CUST-50636,Sara Gilbert,credit_card,early,27,132.69,1754.85,N,email_sent,alanberry@example.net,60447106770,L42 1ZF,sms,Y,2025-10-25
ACC-10637,CUST-50637,Joyce Jennings-Wright,auto_finance,early,8,1220.75,6584.2,N,promise_due,,70881188413,E2 9WW,sms,Y,2026-01-29
ACC-10638,CUST-50638,Lynn Taylor-Brown,personal_loan,early,27,438.53,7859.29,N,specialist_review,jade02@example.net,23515467447,G1W 1SH,,Y,2025-12-24
ACC-10639,CUST-50639,Miss Marian Doherty,credit_card,early,22,1771.63,8781.27,N,specialist_review,joel31@example.net,,E7U 9BL,,Y,2025-12-10
ACC-10640,CUST-50640,Ms Marilyn Smith,credit_card,mid,30,1220.61,11635.85,Y,plan_requested,frasergeorge@example.com,26498610006,TF38 5QG,,N,2025-11-21
ACC-10641,CUST-50641,Ms Claire Davies,personal_loan,mid,34,1092.52,11692.59,N,promise_due,rachaelthompson@example.net,34289336429,W0A 5DQ,letter,Y,2026-01-25
ACC-10642,CUST-50642,Dr Abdul Murray,personal_loan,early,29,551.24,14209.57,N,manual_follow_up,roger08@example.com,56586048847,SA21 2WX,letter,Y,2025-11-26
ACC-10643,CUST-50643,Kimberley Fletcher,personal_loan,early,14,1242.28,11399.79,N,promise_due,hollyquinn@example.org,29202959791,YO8 8UR,email,Y,2025-11-11
ACC-10644,CUST-50644,Miss Carolyn Rogers,auto_finance,early,19,281.58,12670.34,N,manual_follow_up,helen83@example.net,71351452582,BH56 4DD,email,Y,2025-10-18
ACC-10645,CUST-50645,Wayne Baker-Williams,auto_finance,early,27,515.68,10100.34,N,plan_requested,hughhicks@example.net,18236747812,W99 6XQ,letter,Y,2025-10-19
ACC-10646,CUST-50646,Christian Murphy-White,credit_card,early,27,441.52,4382.6,N,new_delinquency,dominic92@example.com,40839617381,B1 6UJ,letter,Y,2025-11-28
ACC-10647,CUST-50647,Mathew Steele,personal_loan,late,95,1487.33,6775.84,Y,email_sent,hillkathryn@example.com,91758114786,EH14 6AB,email,N,2026-01-01
ACC-10648,CUST-50648,Joshua Ford,personal_loan,late,94,1222.26,11856.0,N,legal_watch,graham59@example.org,95387366653,HP39 9PU,sms,N,2025-10-05
ACC-10649,CUST-50649,Suzanne Rose,credit_card,early,5,110.81,3755.81,N,promise_due,christianbell@example.net,06113605211,NN03 0NA,email,Y,2026-01-02
ACC-10650,CUST-50650,Dr Jamie Hughes,credit_card,late,64,1530.23,6025.35,Y,awaiting_follow_up,zjohn@example.net,23579356406,CO2 1UJ,phone,N,2025-11-17
ACC-10651,CUST-50651,Pauline Cooper,credit_card,early,13,1582.02,10747.75,N,new_delinquency,paulathompson@example.org,76101717795,S44 1JW,email,Y,2025-12-05
ACC-10652,CUST-50652,Debra Clarke,personal_loan,late,83,1296.94,5413.53,N,email_sent,harveyaimee@example.com,91240593487,LU0W 2TZ,,N,2025-11-25
ACC-10653,CUST-50653,Alison Hill,credit_card,mid,54,800.43,7372.87,N,awaiting_follow_up,charlottemartin@example.org,57518255157,L7 5AL,phone,Y,2025-10-01
ACC-10654,CUST-50654,Kevin Anderson,personal_loan,early,7,293.71,6186.45,Y,new_delinquency,,89176459760,B1B 4DL,letter,N,2025-12-20
ACC-10655,CUST-50655,Catherine Daniels,personal_loan,early,11,1674.72,11982.2,N,manual_follow_up,henryclifford@example.com,61512756667,B4E 6LS,,Y,2025-11-17
ACC-10656,CUST-50656,Joseph Wells,personal_loan,mid,38,214.23,11769.29,N,specialist_review,tomlinsonjodie@example.net,45392079331,CT7E 1NY,phone,Y,2025-11-20
ACC-10657,CUST-50657,Damian Curtis-Bruce,credit_card,early,24,977.63,7264.41,N,legal_watch,leslie84@example.com,92325244139,W1 0BQ,sms,Y,2025-11-02
ACC-10658,CUST-50658,Dr Rebecca Allen,credit_card,early,21,1642.44,12886.73,N,Awaiting Follow Up,gillian05@example.net,44835168408,W43 8RP,sms,Y,2025-10-22
ACC-10659,CUST-50659,Ms Ellie Bradley,credit_card,early,27,1331.24,14001.9,N,,grahamwright@example.net,01332789435,L4 2ED,phone,Y,2025-11-23
ACC-10660,CUST-50660,Cheryl Kelly,credit_card,early,8,1412.29,4602.48,N,Awaiting Follow Up,parmstrong@example.net,36658852314,AB4M 0BB,,Y,2025-10-23
ACC-10661,CUST-50661,Karl Jackson,credit_card,early,17,254.23,5968.24,N,,mjenkins@example.org,44216226886,DY5H 8BR,email,Y,2025-12-29
ACC-10662,CUST-50662,Mr Gerard Pearce,personal_loan,early,26,337.89,5522.25,N,plan_requested,dfoster@example.net,50803288778,WD5B 3RJ,,Y,2025-12-28
ACC-10663,CUST-50663,Vanessa Talbot,personal_loan,mid,50,1417.72,7230.57,N,manual_follow_up,lisa81@example.com,22713182786,EH53 1YH,,Y,2025-12-29
ACC-10664,CUST-50664,Mrs Hazel Walker,auto_finance,early,23,1756.75,9813.65,N,manual_follow_up,claire90@example.net,23250580870,E91 5JY,letter,Y,2026-01-21
ACC-10665,CUST-50665,Stacey Thomas,credit_card,early,5,742.94,6924.48,N,awaiting_follow_up,shane01@example.com,03926656830,M80 6SY,letter,Y,2025-10-28
ACC-10666,CUST-50666,Dr Shaun Hurst,credit_card,early,18,1585.76,5639.08,N,specialist_review,paulamorton@example.com,60176162628,L9T 0PW,email,Y,2025-11-22
ACC-10667,CUST-50667,Peter Scott,credit_card,mid,37,481.95,11157.05,N,plan_requested,charlotte85@example.org,62417352361,N2 7WN,sms,Y,2026-01-20
ACC-10668,CUST-50668,Kathleen Green,credit_card,late,75,859.29,1995.18,Y,email_sent,newmanjosephine@example.org,44360415244,NR30 0BQ,,N,2025-12-13
ACC-10669,CUST-50669,Dr Denis Hughes,personal_loan,early,23,550.62,13341.69,N,legal_watch,barbarawalton@example.net,42932253434,SY2 0YA,phone,Y,2025-10-15
ACC-10670,CUST-50670,Miss Joan Charlton,credit_card,mid,30,769.72,2890.37,N,no_response_cycle,joelfield@example.org,29894755111,SP9P 7GP,sms,Y,2025-12-23
ACC-10671,CUST-50671,Mr Brandon Clayton,personal_loan,early,15,903.27,12900.66,N,specialist_review,grahamgrant@example.com,03273348898,N3G 2XG,email,Y,2026-01-18
ACC-10672,CUST-50672,Miss Joyce Vaughan,auto_finance,mid,58,325.23,1668.03,N,awaiting_follow_up,kellyashleigh@example.com,14019063263,G27 9AZ,email,Y,2026-01-19
ACC-10673,CUST-50673,Carly Curtis,credit_card,mid,36,1640.85,7987.26,Y,email_sent,harriet48@example.com,15739941439,DD06 4JS,,N,2025-12-06
ACC-10674,CUST-50674,Janet Allen-Quinn,credit_card,early,25,1552.88,5872.96,N,no_response_cycle,justinstewart@example.org,62199268875,HA3 5PT,sms,Y,2025-10-28
ACC-10675,CUST-50675,Ms Barbara Cox,personal_loan,early,7,104.67,3905.46,N,plan_requested,arees@example.net,,HU6 1TW,email,Y,2026-01-14
ACC-10676,CUST-50676,Mr Antony McCarthy,credit_card,mid,38,623.41,7083.57,N,no_response_cycle,,19879695629,GL4V 9BE,email,Y,2026-01-12
ACC-10677,CUST-50677,Sarah Newton,credit_card,mid,37,1351.88,1923.45,N,plan_requested,hussainvalerie@example.net,71245648156,G72 5YZ,letter,Y,2025-10-16
ACC-10678,CUST-50678,Iain Wright-Lowe,personal_loan,mid,49,1296.93,10859.17,N,manual_follow_up,tracey37@example.com,22370404028,N4 5AE,sms,Y,2025-11-05
ACC-10679,CUST-50679,Dr Jacob Andrews,personal_loan,early,22,482.78,13058.99,N,awaiting_follow_up,rwatson@example.com,54354694357,NE4 9NW,,Y,2025-11-19
ACC-10680,CUST-50680,Lesley Woods,personal_loan,early,21,1481.4,7518.02,N,email sent,angelaconway@example.com,28160576852,SY2 8TE,letter,Y,2026-01-04
ACC-10681,CUST-50681,Kerry Walker-Anderson,credit_card,early,27,421.62,13551.63,N,new_delinquency,johnsonmelissa@example.com,23942773172,HD8V 6AU,letter,Y,2026-01-26
ACC-10682,CUST-50682,Brian Smith-Henderson,auto_finance,early,23,496.67,12604.16,N,email_sent,zsmith@example.org,61283902175,WC8 7WL,sms,Y,2025-10-04
ACC-10683,CUST-50683,Mrs Maureen Ford,personal_loan,mid,40,163.53,12320.79,Y,email_sent,derek10@example.net,43574292606,PA80 4NL,sms,N,2025-11-30
ACC-10684,CUST-50684,Karen Smith,personal_loan,early,23,983.13,3397.57,N,no_response_cycle,josephinebaker@example.com,38113071025,MK94 2WN,letter,Y,2025-12-07
ACC-10685,CUST-50685,Jeffrey Hughes,credit_card,mid,36,167.17,4950.98,N,no_response_cycle,joshhamilton@example.org,30263826702,SE16 5RU,sms,Y,2025-12-02
ACC-10686,CUST-50686,Dr Duncan Khan,credit_card,early,5,516.47,13344.25,N,email_sent,mark34@example.com,32808701343,E10 9ET,phone,Y,2025-11-03
ACC-10687,CUST-50687,Dr Joseph Sharpe,credit_card,mid,39,677.41,4274.57,N,Awaiting Follow Up,garry42@example.org,01720452685,ZE6X 4TJ,letter,Y,2025-11-23
ACC-10688,CUST-50688,Grace Hunt-King,personal_loan,early,27,572.07,14082.08,N,legal_watch,julian82@example.com,25658124701,N2 7JN,letter,Y,2025-12-15
ACC-10689,CUST-50689,Kathleen Webster,auto_finance,mid,42,702.35,8052.33,N,awaiting_follow_up,armstrongcameron@example.net,,W44 9HW,sms,Y,2025-11-30
ACC-10690,CUST-50690,Samantha Davidson,personal_loan,early,24,1732.45,12589.13,N,awaiting_follow_up,,23627261614,L80 4HS,email,Y,2025-12-22
ACC-10691,CUST-50691,Jayne Howell,personal_loan,mid,57,1208.59,11946.47,N,awaiting_follow_up,jdunn@example.org,18311310820,M3 0SU,sms,Y,2025-10-02
ACC-10692,CUST-50692,Diana O'Sullivan,personal_loan,early,13,994.34,12841.46,N,plan_requested,usmith@example.com,78277413691,N3 2YG,,Y,2025-12-15
ACC-10693,CUST-50693,Christopher Parry,credit_card,early,18,122.45,10031.34,N,promise_due,daveyvanessa@example.net,13935777799,ST43 0PF,letter,Y,2025-10-26
ACC-10694,CUST-50694,Mathew Evans-Kelly,personal_loan,late,85,578.33,1941.85,Y,no_response_cycle,mkaur@example.com,61018937204,S0T 1DL,letter,N,2026-01-11
ACC-10695,CUST-50695,Dr Cameron Cooper,credit_card,mid,32,402.23,12653.01,N,manual_follow_up,jacksongerald@example.org,18521191366,E3F 0EJ,sms,Y,2025-12-30
ACC-10696,CUST-50696,Sophie Cartwright,personal_loan,mid,51,134.94,12704.37,N,Awaiting Follow Up,gail92@example.com,05190090958,HR9 9HT,,Y,2026-01-20
ACC-10697,CUST-50697,Conor Hopkins,credit_card,mid,59,861.12,8122.12,N,Awaiting Follow Up,newmanharry@example.net,38151970432,CA7 4QQ,letter,Y,2025-12-31
ACC-10698,CUST-50698,Barry Field,personal_loan,early,13,1110.76,3001.17,N,promise_due,grobinson@example.net,30309677761,WN7X 0FJ,email,Y,2026-01-23
ACC-10699,CUST-50699,Eleanor McLean,personal_loan,early,5,542.99,14503.1,N,awaiting follow up,brennannicholas@example.net,15112068631,EX3R 0NB,phone,Y,2025-10-16
ACC-10700,CUST-50700,Ashley Wilson,credit_card,early,27,1134.51,5272.96,N,promise_due,harrisongerard@example.org,61364381006,CW32 6BF,email,Y,2025-10-29
ACC-10701,CUST-50701,Owen Pearce-Davey,personal_loan,mid,38,1698.22,5958.67,N,promise_due,bruce22@example.org,91323790123,N72 6XT,letter,Y,2026-01-17
